"Name of institution";"Type of institution - 1. Level";"Type of institution - 2. Level";"Type of institution - 3. Level";"Address main location: Street No.";"Address main location: Postal code";"Address main location: City";"Web address";"Count of employees [1]";"Foundation year";Twitter;"Profile text";"Secondary locations";"Keywords [2]"
"Berliner Institut für Gesundheitsforschung in der Charité / Berlin Institute of Health at Charité (BIH)";"Außeruniversitäre Forschungseinrichtungen";"Max Weber Stiftung und weitere Einrichtungen";;"Anna-Louisa-Karsch-Straße 2";10178;Berlin;www.bihealth.org;700;2013;https://twitter.com/https://x.com/berlinnovation;"Die Mission des Berlin Institute of Health (BIH) in der Charité ist die medizinische Translation: Erkenntnisse aus der biomedizinischen Forschung werden in neue Ansätze zur personalisierten Vorhersage, Prävention, Diagnostik und Therapie übertragen. Umgekehrt führen Beobachtungen im klinischen Alltag zu neuen Forschungsideen. Ziel der rund 400 Wissenschaftlerinnen und Wissenschaftler ist es, einen relevanten medizinischen Nutzen für Patientinnen und Patienten und Bürgerinnen und Bürger zu erreichen. Dazu etabliert das BIH als Translationsforschungsbereich in der Charité ein umfassendes translationales Ökosystem, setzt auf ein organübergreifendes Verständnis von Gesundheit und Krankheit und fördert einen translationalen Kulturwandel in der biomedizinischen Forschung.";Berlin;"Informatik und Informationswissenschaften, Chemie, Biologie, Medizintechnik, Grundlagenmedizin, Klinische Medizin, Medizinische Biotechnologie, Andere medizinische Wissenschaften"
"Bernhard-Nocht-Institut für Tropenmedizin (BNITM)";"Außeruniversitäre Forschungseinrichtungen";Leibniz-Gemeinschaft;;"Bernhard-Nocht-Straße 74";20359;Hamburg;www.bnitm.de;400;1900;https://twitter.com/https://x.com/BNITM_de;"Das Bernhard-Nocht-Institut für Tropenmedizin ist Deutschlands größte Einrichtung für Forschung, Versorgung und Lehre auf dem Gebiet tropentypischer und neu auftretender Infektionskrankheiten. Es vereint moderne Laborforschung zu Krankheitserregern mit entomologischer, immunologischer, epidemiologischer und klinischer Forschung, Krankheitsbekämpfung in Endemiegebieten, Diagnostikentwicklung und moderner Aus-, Fort- und Weiterbildung. Forschungsschwerpunkte sind Parasitosen und Erkrankungen durch Arboviren und hämorrhagische Fieberviren. Für den Umgang mit hochpathogenen Viren und infizierten Insekten verfügt das Institut über Laboratorien der höchsten biologischen Sicherheitsstufe und ein Sicherheits-Insektarium. Es unterhält enge Kooperationen insbesondere in Ghana, Gabun, Nigeria, Tansania und Madagaskar.";;"Biologie, Klinische Medizin, Gesundheitswissenschaften, Medizinische Biotechnologie"
"Berufliche Hochschule Hamburg (BHH)";Hochschulen;"Hochschulen eigenen Typs";öffentlich-rechtlich;"Anckelmannstraße 10";20537;Hamburg;bhh.hamburg.de;;2020;;;;
"Betriebswirtschaftliches Forschungszentrum für Fragen der mittelständischen Wirtschaft e. V. an der Universität Bayreuth (BF/M-Bayreuth)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Bayern;"Mainstraße 5";95444;Bayreuth;www.bfm-bayreuth.de;11;1979;;"Das 1979 gegründete Forschungszentrum BF/M-Bayreuth verfolgt das Ziel, Wissenschaft und Wirtschaft aktiv miteinander zu verzahnen. Mit dem Fokus auf kleine und mittlere Unternehmen arbeitet das BF/M-Bayreuth an der Erforschung, Entwicklung und Einführung von effektiven und effizienten Methoden der Unternehmensführung. Aktuelle Themenschwerpunkte des BF/M-Bayreuth sind: Fachkräftesicherung, Digitalisierung des Mittelstandes, Nachhaltigkeit, Internationalisierung, Netzwerkbildung, Gründung, Wissenstransfer, Kompetenzmanagement, Finanzierung sowie Informationssicherheit. Hierfür kann das BF/M-Bayreuth auf mehr als 120 Mitgliedsunternehmen, mehr als 20 Kooperationspartner sowie das wissenschaftliche Know-how der Universität Bayreuth zurückgreifen.";;"Volks- und Betriebswirtschaftslehre, Rechtswissenschaften"
"BIAS – Bremer Institut für angewandte Strahltechnik GmbH";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Bremen;"Klagenfurter Straße 5";28359;Bremen;www.bias.de;"ca. 100";1977;;"Das BIAS wurde 1977 als erstes außeruniversitäres Laserinstitut in Deutschland mit dem Ziel gegründet, das Werkzeug Laser in die industrielle Anwendung zu bringen. Heute trägt das BIAS als eine der führenden Forschungseinrichtungen auf diesem Gebiet maßgeblich dazu bei, auf Basis von grundlagen- und anwendungsorientierter Forschungsvorhaben dem Laser und der optischen Messtechnik neue Möglichkeiten in der Fertigung zu erschließen. Einsatzgebiete sind z. B. Laserstrahlschweißen, zerstörungsfreie Prüfung sowie additive Fertigung (3D-Druck). Zu den Kunden des BIAS zählen Unternehmen aus Flugzeugbau, Raumfahrt, Schiffbau, Automobilbau, Halbleiter und Opto-Elektronik sowie Mess- und Prüftechnik.";;"Physik, Maschinenbau, Werkstofftechnik"
"BIBA – Bremer Institut für Produktion und Logistik GmbH";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Bremen;"Hochschulring 20";28359;Bremen;www.biba.uni-bremen.de;150;1981;;"Das BIBA konzipiert, entwickelt und realisiert Methoden und Werkzeuge zur Planung und Steuerung logistischer Prozesse, zur Koordination von Produktentwicklung und Produktion in Unternehmensnetzwerken und für eine durchgängige Informationsverfügbarkeit im gesamten Produktlebenszyklus. Ingenieurwissenschaftlich orientiert forscht es branchen- und institutionenübergreifend entlang der gesamten Wertschöpfungskette u. a. zu den Themen Digitalisierung, Industrie 4.0, Interoperabilität, Produktionsplanung und -steuerung, Prozessoptimierung, Robotik und Automatisierung sowie Mensch-Maschine-Interaktion. Neben Forschung, Lehre und akademischer Qualifizierung fördert das BIBA intensiv den Transfer von der Forschung in die Anwendung.";;"Elektrotechnik, Elektronik, Informationstechnik, Maschinenbau, Andere Ingenieurwissenschaften und Technologien"
"Bibliotheca Hertziana – Max-Planck-Institut für Kunstgeschichte";"Außeruniversitäre Forschungseinrichtungen";Max-Planck-Gesellschaft;"Max-Planck-Institute im Ausland";"Via Gregoriana 28";00187;Rom;www.biblhertz.it;104;1913;https://twitter.com/https://x.com/biblhertz;"Die Bibliotheca Hertziana – Max-Planck-Institut für Kunstgeschichte ist eines der bedeutendsten Institute für die Erforschung der italienischen Kunst und Architektur in ihrem europäischen und globalen Kontext. Neben Datenbanken zur römischen Malerei und zur Architekturzeichnung der Neuzeit wird das Wissenspotenzial von historischen Karten erforscht und Kompetenz im Bereich der digitalen Kunstwissenschaft aufgebaut. Schwerpunkte der Forschung liegen auf der römischen Kunst vom Mittelalter bis in die Gegenwart, der Künstlersozialgeschichte, der Kunstgeschichtsschreibung, der Mediengeschichte, der Topografie sowie dem künstlerischen Austausch mit Nordeuropa und Lateinamerika.";;"Geschichte und Archäologie, Kunst (bildende Kunst, Kunstgeschichte, darstellende Kunst, Musik)"
"Bonn International Centre for Conflict Studies (BICC) gGmbH";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Nordrhein-Westfalen;"Pfarrer-Byns-Straße 1";53121;Bonn;www.bicc.de;65;1994;https://twitter.com/https://x.com/BICC_Bonn;"BICC befasst sich mit globalen Themen der Friedens- und Konfliktforschung. Im Zentrum seiner Forschung stehen Probleme der organisierten Gewalt. Überwiegend feldforschungsbasiert arbeitet es so zu Mobilisierung bzw. Demobilisierung von Gewaltakteuren, Radikalisierung und Extremismus, Rüstungsexporten und Kleinwaffenkontrolle, Flucht und Vertreibung sowie Konflikten bei der Nutzung natürlicher Ressourcen. Als außeruniversitärer Thinktank mit einem internationalen Mitarbeiterstab forscht das Institut anwendungsorientiert und transdisziplinär. Auf dieser Grundlage berät BICC die Politik und trägt zu öffentlichen Debatten bei. BICC ist Mitglied der Johannes-Rau-Forschungsgemeinschaft.";;"Soziologie, Politikwissenschaften, Sozial- und Wirtschaftsgeografie, Andere Sozialwissenschaften"
"Brahms-Institut an der Musikhochschule Lübeck";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Schleswig-Holstein;"Jerusalemsberg 4";23568;Lübeck;www.brahms-institut.de;6;1991;;"Das Brahms-Institut ist ein Kompetenz- und Dokumentationszentrum, das Quellen zu Biografie, Werk, Umfeld und Wirkungsgeschichte des Komponisten Johannes Brahms sammelt, erschließt und der Öffentlichkeit zugänglich macht: von Grundlagenarbeiten wie dem Brahms-Briefwechsel-Verzeichnis bis hin zu Spezialthemen. Im Zuge der Digitalisierungsstrategie sind bereits mehr als 41.000 Digitalisate online verfügbar und weltweit kostenlos zu recherchieren. 2022 ist das Projekt „Brahms-Portal“ gestartet, das die digitalisierten Quellen und Datenbanken des Instituts innovativ und nutzungsfreundlich verknüpfen wird. Die Forschungsarbeit spiegelt sich zudem in zahlreichen Ausstellungen, Symposiumsbänden, Aufsätzen, Handbüchern und Faksimile-Ausgaben wider.";;"Kunst (bildende Kunst, Kunstgeschichte, darstellende Kunst, Musik)"
"Brand University of Applied Sciences";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Rainvilleterrasse 4";22765;Hamburg;www.brand-university.de;;2010;;;;
"Brandenburgische Technische Universität Cottbus-Senftenberg";Hochschulen;Universitäten;öffentlich-rechtlich;"Platz der Dt. Einheit 1";03046;Cottbus;www.b-tu.de;;2013;;;;
"Braunschweigische Wissenschaftliche Gesellschaft (BWG)";"Landeseinrichtungen mit FuE-Aufgaben";"Landeseinrichtungen mit FuE-Aufgaben";Niedersachsen;"Fallersleber-Tor-Wall 16";38100;Braunschweig;www.bwg-nds.de;3;1943;https://twitter.com/https://x.com/BSWissGesell;"Die BWG ist eine traditionsreiche Wissenschaftsgesellschaft. Sie hat die Aufgabe, durch eigene Tätigkeit und in Zusammenarbeit mit anderen wissenschaftlichen Institutionen des In- und Auslandes die Wissenschaften, insbesondere das Zusammenwirken von Naturwissenschaften, Technischen Wissenschaften und Geisteswissenschaften, zu fördern. Die Braunschweigische Wissenschaftliche Gesellschaft ist eine Körperschaft des öffentlichen Rechts des Landes Niedersachsen. Sie ist eine Gelehrtengesellschaft, die nach Struktur und Zielsetzung den Akademien der Wissenschaften analog ist und über das Selbstergänzungsrecht verfügt.";;"Mathematik, Informatik und Informationswissenschaften, Physik, Chemie, Geowissenschaften und zugehörige (Umwelt-)Wissenschaften, Biologie, Bauingenieurwesen, Elektrotechnik, Elektronik, Informationstechnik, Maschinenbau, Chemische Verfahrenstechnik, Werkstofftechnik, Nanotechnologie, Andere Ingenieurwissenschaften und Technologien, Andere medizinische Wissenschaften, Psychologie und Kognitionswissenschaft, Rechtswissenschaften, Politikwissenschaften, Sprachen und Literatur, Philosophie, Ethik und Religion, Kunst (bildende Kunst, Kunstgeschichte, darstellende Kunst, Musik)"
"BSP Business and Law School - Hochschule für Management und Recht";Hochschulen;Fachhochschulen/HAW;"privat, staatlich anerkannt";"Calandrellistraße 1-9";12247;Berlin;www.businessschool-berlin.de;;2009;;;;
"Bucerius Law School, Hochschule für Rechtswissenschaft";Hochschulen;Universitäten;"privat, staatlich anerkannt";"Jungiusstraße 6";20355;Hamburg;www.law-school.de;;2000;;;;
"Bundesamt für die Sicherheit der nuklearen Entsorgung (BASE)";Ressortforschungseinrichtungen;"Bundeseinrichtungen mit FuE-Aufgaben";"Geschäftsbereich des Bundesministeriums für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV)";"Wegelystraße 8";10623;Berlin;www.base.bund.de;"ca. 450";2016;https://twitter.com/https://x.com/BASE_bund;"Das Bundesamt für die Sicherheit der nuklearen Entsorgung (BASE) ist die Regulierungs- und Aufsichtsbehörde des Bundes in der Endlagerung, ist Träger der Öffentlichkeitsbeteiligung im Standortauswahlverfahren für ein Endlager für hochradioaktive Abfälle sowie Genehmigungsbehörde für die Zwischenlagerung und den Transport von Kernbrennstoffen. Zudem unterstützt und berät das BASE das Bundesministerium für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV) in Fragen der nuklearen Entsorgung und der kerntechnischen Sicherheit. Das Amt betreibt in all diesen Themengebieten Forschung, sowohl zu naturwissenschaftlich-technischen als auch soziotechnischen und sozialwissenschaftlichen Themenfeldern. Mit einem „Laboratorium Beteiligende Verwaltung“ richtet das BASE eine interdisziplinär arbeitende Denkfabrik ein, die neue Beteiligungs- und Transformationsprozesse anstößt und für moderne Verwaltungen nutzbar macht.";"Salzgitter, Bonn, Köln";"Mathematik, Informatik und Informationswissenschaften, Physik, Chemie, Geowissenschaften und zugehörige (Umwelt-)Wissenschaften, Andere Naturwissenschaften, Bauingenieurwesen, Maschinenbau, Chemische Verfahrenstechnik, Werkstofftechnik, Umwelttechnik, Andere Ingenieurwissenschaften und Technologien, Soziologie, Politikwissenschaften, Medien- und Kommunikationswissenschaften, Geschichte und Archäologie"
"Bundesamt für Kartographie und Geodäsie (BKG)";Ressortforschungseinrichtungen;"Bundeseinrichtungen mit FuE-Aufgaben";"Geschäftsbereich des Bundesministeriums des Innern und für Heimat (BMI)";"Richard-Strauss-Allee 11";60598;"Frankfurt am Main";www.bkg.bund.de;372;1952;https://twitter.com/https://x.com/BKG_Bund;"Das BKG ist eine Behörde im Geschäftsbereich des Bundesministeriums des Innern und für Heimat (BMI). Es fungiert als zentraler Dienstleister des Bundes und Kompetenzzentrum für Geoinformation und geodätische Referenzsysteme. Das BKG befasst sich mit der Beobachtung sowie der Datenhaltung bis hin zur Analyse, Kombination und Bereitstellung von Geodaten. Von der Arbeit des BKG profitieren insbesondere Bundeseinrichtungen, die öffentliche Verwaltung, Wirtschaft, Wissenschaft – und damit praktisch alle Bürgerinnen und Bürger in Deutschland. Expertinnen und Experten aus den verschiedensten Bereichen wie Verkehr, Katastrophenvorsorge, Innere Sicherheit, Energie und Umwelt verwenden Geodaten, Landkarten, Referenzsysteme und Informationsdienste des BKG für ihre Pläne und Untersuchungen.";"Leipzig, Bad Kötzting";"Geowissenschaften und zugehörige (Umwelt-)Wissenschaften"
"Bundesamt für Naturschutz (BfN)";Ressortforschungseinrichtungen;"Bundeseinrichtungen mit FuE-Aufgaben";"Geschäftsbereich des Bundesministeriums für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV)";"Konstantinstraße 110";53179;Bonn;www.bfn.de;499;1993;https://twitter.com/https://x.com/BfN_de;"Das Bundesamt für Naturschutz (BfN) ist die wissenschaftliche Behörde des Bundes für den nationalen und internationalen Naturschutz. Als Ressortforschungseinrichtung im Geschäftsbereich des Bundesministeriums für Umwelt, Naturschutz, nukleare Sicherheit und Verbraucherschutz (BMUV) unterstützt das BfN die Bundesregierung fachlich und wissenschaftlich in allen Fragen des Naturschutzes und der Landschaftspflege. Zur Erfüllung seiner Aufgaben betreibt es wissenschaftliche Forschung auf diesen Gebieten und setzt Forschungs- und Förderprogramme um. Außerdem nimmt das BfN wichtige Aufgaben beim Vollzug des internationalen Artenschutzes, des Meeresnaturschutzes, des Antarktis-Abkommens und des Gentechnikgesetzes sowie bei der Umsetzung des Nagoya-Protokolls wahr.";"Putbus, Leipzig";"Geowissenschaften und zugehörige (Umwelt-)Wissenschaften, Biologie, Andere Naturwissenschaften, Land- und Forstwirtschaft, Fischerei, Agrarbiotechnologie"
"Bundesamt für Seeschifffahrt und Hydrographie (BSH)";Ressortforschungseinrichtungen;"Bundeseinrichtungen mit FuE-Aufgaben";"Geschäftsbereich des Bundesministeriums für Digitales und Verkehr (BMDV)";"Bernhard-Nocht-Straße 78";20359;Hamburg;www.bsh.de;1000;;;"Deutschlands zentrale maritime Behörde arbeitet an der Förderung, Sicherheit und Überwachung der Seeschifffahrt wie auch an meereskundlichen Untersuchungen, Wracksuche, Seevermessung, Erstellung von Seekarten sowie Genehmigung und Überwachung von Offshore-Windparks. Als Flaggenstaatsverwaltung stellt das Bundesamt für Seeschifffahrt und Hydrographie (BSH) Genehmigungen, Haftungsbescheinigungen, Produktprüfungen, Zulassungen, Wasserstands- und Eisvorhersagen, Offshore-Windpark- und Schall-Daten bereit. Navigations- und Kommunikationssysteme werden im Systemlabor getestet. Das BSH forscht anwendungsorientiert für eine bessere Vereinbarkeit von Schutz und Nutzung der Meere. Der Aufbau von Schallmessnetzen und die Entwicklung von Technologien zur Messung von Schiffsemissionen gehören dazu. Das BSH ist im Geschäftsbereich des Bundesministeriums für Digitales und Verkehr (BMDV).";"Rostock, Hamburg";"Physik, Chemie, Geowissenschaften und zugehörige (Umwelt-)Wissenschaften, Andere Naturwissenschaften, Politikwissenschaften"
"Bundesamt für Seeschifffahrt und Hydrographie (BSH)";"FuE-unterstützende Organisationen und Einrichtungen";"Fachinformationseinrichtungen und -bibliotheken";;"Bernhard-Nocht-Straße 78";20359;Hamburg;www.bsh.de;1000;;;"Deutschlands zentrale maritime Behörde arbeitet an der Förderung, Sicherheit und Überwachung der Seeschifffahrt wie auch an meereskundlichen Untersuchungen, Wracksuche, Seevermessung, Erstellung von Seekarten sowie Genehmigung und Überwachung von Offshore-Windparks. Als Flaggenstaatsverwaltung stellt das BSH Genehmigungen, Haftungsbescheinigungen, Produktprüfungen, Zulassungen, Wasserstands- und Eisvorhersagen, Offshore-Windpark- und Schall-Daten bereit. Navigations- und Kommunikationssysteme werden im Systemlabor getestet. Das BSH forscht anwendungsorientiert für eine bessere Vereinbarkeit von Schutz und Nutzung der Meere. Der Aufbau von Schallmessnetzen und die Entwicklung von Technologien zur Messung von Schiffsemissionen gehören dazu.";"Rostock, Hamburg";
